type	time	latitude	longitude	altitude (ft)	eos	name
T	2014-02-02 21:46:09.79	43.227853000	-88.221871000	1070.5		
T	2014-02-02 21:46:10.215	43.227901000	-88.221879000	1070.2		
T	2014-02-02 21:46:11.193	43.227934000	-88.221880000	1069.9		
T	2014-02-02 21:46:12.179	43.227955000	-88.221881000	1069.9		
T	2014-02-02 21:46:13.198	43.227975000	-88.221880000	1069.6		
T	2014-02-02 21:46:14.201	43.228005000	-88.221878000	1069.2		
T	2014-02-02 21:46:14.812	43.228005000	-88.221878000	1069.2		
T	2014-02-02 21:46:15.184	43.228060000	-88.221879000	1068.6		
T	2014-02-02 21:46:16.163	43.228127000	-88.221882000	1067.3		
T	2014-02-02 21:46:17.147	43.228208000	-88.221880000	1065.3		
T	2014-02-02 21:46:18.265	43.228305000	-88.221875000	1063.0		
T	2014-02-02 21:46:19.152	43.228399000	-88.221866000	1061.4		
T	2014-02-02 21:46:19.868	43.228399000	-88.221866000	1061.4		
T	2014-02-02 21:46:20.174	43.228511000	-88.221850000	1059.7		
T	2014-02-02 21:46:21.167	43.228611000	-88.221836000	1058.4		
T	2014-02-02 21:46:22.156	43.228705000	-88.221811000	1057.7		
T	2014-02-02 21:46:23.149	43.228808000	-88.221799000	1056.8		
T	2014-02-02 21:46:24.299	43.228914000	-88.221785000	1055.8		
T	2014-02-02 21:46:24.931	43.228914000	-88.221785000	1055.8		
T	2014-02-02 21:46:25.205	43.229024000	-88.221791000	1055.4		
T	2014-02-02 21:46:26.237	43.229131000	-88.221804000	1055.1		
T	2014-02-02 21:46:27.213	43.229225000	-88.221831000	1054.8		
T	2014-02-02 21:46:28.16	43.229326000	-88.221834000	1054.1		
T	2014-02-02 21:46:29.164	43.229421000	-88.221837000	1053.5		
T	2014-02-02 21:46:29.89	43.229421000	-88.221837000	1053.5		
T	2014-02-02 21:46:30.202	43.229509000	-88.221835000	1052.5		
T	2014-02-02 21:46:31.179	43.229579000	-88.221832000	1051.5		
T	2014-02-02 21:46:32.158	43.229659000	-88.221844000	1050.5		
T	2014-02-02 21:46:33.182	43.229733000	-88.221866000	1049.9		
T	2014-02-02 21:46:34.2	43.229780000	-88.221874000	1049.9		
T	2014-02-02 21:46:34.978	43.229780000	-88.221874000	1049.9		
T	2014-02-02 21:46:35.225	43.229817000	-88.221869000	1049.9		
T	2014-02-02 21:46:36.15	43.229847000	-88.221876000	1049.9		
T	2014-02-02 21:46:37.206	43.229862000	-88.221879000	1049.9		
T	2014-02-02 21:46:38.203	43.229905000	-88.221877000	1049.9		
T	2014-02-02 21:46:39.115	43.229905000	-88.221877000	1049.9		
T	2014-02-02 21:46:39.21	43.229964000	-88.221870000	1049.9		
T	2014-02-02 21:46:40.185	43.230051000	-88.221857000	1049.9		
T	2014-02-02 21:46:41.148	43.230137000	-88.221835000	1049.9		
T	2014-02-02 21:46:42.165	43.230229000	-88.221802000	1049.9		
T	2014-02-02 21:46:43.22	43.230332000	-88.221785000	1050.5		
T	2014-02-02 21:46:44.308	43.230332000	-88.221785000	1050.5		
T	2014-02-02 21:46:44.471	43.230434000	-88.221788000	1051.8		
T	2014-02-02 21:46:45.216	43.230533000	-88.221793000	1052.8		
T	2014-02-02 21:46:46.163	43.230624000	-88.221787000	1053.5		
T	2014-02-02 21:46:47.15	43.230730000	-88.221783000	1054.1		
T	2014-02-02 21:46:48.158	43.230847000	-88.221785000	1054.8		
T	2014-02-02 21:46:49.174	43.230975000	-88.221785000	1055.4		
T	2014-02-02 21:46:49.382	43.230975000	-88.221785000	1055.4		
T	2014-02-02 21:46:50.144	43.231092000	-88.221784000	1056.4		
T	2014-02-02 21:46:51.147	43.231196000	-88.221778000	1057.4		
T	2014-02-02 21:46:52.238	43.231299000	-88.221778000	1058.7		
T	2014-02-02 21:46:53.181	43.231405000	-88.221774000	1059.7		
T	2014-02-02 21:46:54.236	43.231520000	-88.221775000	1060.4		
T	2014-02-02 21:46:54.419	43.231520000	-88.221775000	1060.4		
T	2014-02-02 21:46:55.196	43.231635000	-88.221774000	1060.7		
T	2014-02-02 21:46:56.202	43.231755000	-88.221772000	1061.7		
T	2014-02-02 21:46:57.163	43.231872000	-88.221772000	1062.3		
T	2014-02-02 21:46:58.166	43.231986000	-88.221772000	1063.3		
T	2014-02-02 21:46:59.15	43.232102000	-88.221770000	1065.0		
T	2014-02-02 21:46:59.481	43.232102000	-88.221770000	1065.0		
T	2014-02-02 21:47:00.345	43.232212000	-88.221775000	1066.3		
T	2014-02-02 21:47:01.259	43.232320000	-88.221782000	1066.3		
T	2014-02-02 21:47:02.159	43.232426000	-88.221768000	1066.3		
T	2014-02-02 21:47:03.188	43.232530000	-88.221796000	1066.6		
T	2014-02-02 21:47:04.221	43.232618000	-88.221786000	1067.6		
T	2014-02-02 21:47:04.56	43.232618000	-88.221786000	1067.6		
T	2014-02-02 21:47:05.163	43.232725000	-88.221767000	1068.9		
T	2014-02-02 21:47:06.26	43.232824000	-88.221775000	1070.2		
T	2014-02-02 21:47:07.221	43.232920000	-88.221790000	1071.9		
T	2014-02-02 21:47:08.229	43.233008000	-88.221786000	1073.5		
T	2014-02-02 21:47:09.148	43.233093000	-88.221798000	1074.8		
T	2014-02-02 21:47:09.584	43.233093000	-88.221798000	1074.8		
T	2014-02-02 21:47:10.214	43.233182000	-88.221802000	1075.8		
T	2014-02-02 21:47:11.158	43.233276000	-88.221811000	1077.1		
T	2014-02-02 21:47:12.21	43.233357000	-88.221802000	1077.8		
T	2014-02-02 21:47:13.28	43.233437000	-88.221795000	1077.8		
T	2014-02-02 21:47:14.231	43.233515000	-88.221791000	1077.4		
T	2014-02-02 21:47:15.243	43.233581000	-88.221795000	1077.8		
T	2014-02-02 21:47:16.195	43.233634000	-88.221798000	1077.8		
T	2014-02-02 21:47:17.214	43.233681000	-88.221800000	1077.8		
T	2014-02-02 21:47:18.149	43.233712000	-88.221804000	1077.8		
T	2014-02-02 21:47:19.158	43.233739000	-88.221801000	1077.8		
T	2014-02-02 21:47:19.73	43.233739000	-88.221801000	1077.8		
T	2014-02-02 21:47:20.157	43.233758000	-88.221799000	1077.8		
T	2014-02-02 21:47:21.259	43.233786000	-88.221798000	1077.8		
T	2014-02-02 21:47:22.199	43.233839000	-88.221792000	1077.8		
T	2014-02-02 21:47:23.15	43.233908000	-88.221776000	1077.1		
T	2014-02-02 21:47:24.15	43.233988000	-88.221755000	1074.8		
T	2014-02-02 21:47:25.224	43.233988000	-88.221755000	1074.8		
T	2014-02-02 21:47:25.267	43.234067000	-88.221739000	1072.8		
T	2014-02-02 21:47:26.213	43.234139000	-88.221724000	1070.9		
T	2014-02-02 21:47:27.148	43.234211000	-88.221725000	1068.6		
T	2014-02-02 21:47:28.194	43.234287000	-88.221724000	1065.9		
T	2014-02-02 21:47:29.345	43.234371000	-88.221728000	1063.0		
T	2014-02-02 21:47:30.259	43.234371000	-88.221728000	1063.0		
T	2014-02-02 21:47:30.379	43.234453000	-88.221737000	1060.4		
T	2014-02-02 21:47:31.15	43.234534000	-88.221747000	1058.4		
T	2014-02-02 21:47:32.154	43.234613000	-88.221741000	1056.8		
T	2014-02-02 21:47:33.458	43.234687000	-88.221736000	1054.8		
T	2014-02-02 21:47:34.212	43.234757000	-88.221728000	1052.5		
T	2014-02-02 21:47:35.165	43.234838000	-88.221751000	1050.2		
T	2014-02-02 21:47:35.348	43.234838000	-88.221751000	1050.2		
T	2014-02-02 21:47:36.148	43.234913000	-88.221768000	1047.6		
T	2014-02-02 21:47:37.15	43.234966000	-88.221786000	1045.9		
T	2014-02-02 21:47:38.172	43.235013000	-88.221793000	1044.6		
T	2014-02-02 21:47:39.187	43.235013000	-88.221793000	1044.6		
T	2014-02-02 21:47:39.412	43.235047000	-88.221801000	1043.6		
T	2014-02-02 21:47:40.17	43.235073000	-88.221803000	1043.3		
T	2014-02-02 21:47:41.213	43.235088000	-88.221806000	1043.0		
T	2014-02-02 21:47:42.148	43.235112000	-88.221808000	1042.3		
T	2014-02-02 21:47:43.202	43.235153000	-88.221808000	1041.3		
T	2014-02-02 21:47:44.284	43.235153000	-88.221808000	1041.3		
T	2014-02-02 21:47:44.656	43.235216000	-88.221808000	1040.0		
T	2014-02-02 21:47:45.251	43.235300000	-88.221810000	1037.7		
T	2014-02-02 21:47:46.157	43.235388000	-88.221800000	1034.4		
T	2014-02-02 21:47:47.158	43.235477000	-88.221800000	1031.2		
T	2014-02-02 21:47:48.154	43.235557000	-88.221799000	1028.5		
T	2014-02-02 21:47:49.157	43.235631000	-88.221800000	1027.6		
T	2014-02-02 21:47:49.472	43.235631000	-88.221800000	1027.6		
T	2014-02-02 21:47:50.142	43.235690000	-88.221790000	1026.9		
T	2014-02-02 21:47:51.247	43.235721000	-88.221778000	1026.2		
T	2014-02-02 21:47:52.165	43.235750000	-88.221759000	1025.6		
T	2014-02-02 21:47:53.592	43.235764000	-88.221749000	1025.3		
T	2014-02-02 21:47:54.158	43.235779000	-88.221737000	1024.9		
T	2014-02-02 21:47:54.392	43.235779000	-88.221737000	1024.9		
T	2014-02-02 21:47:55.154	43.235805000	-88.221719000	1024.6		
T	2014-02-02 21:47:56.155	43.235853000	-88.221684000	1023.3		
T	2014-02-02 21:47:57.198	43.235912000	-88.221658000	1021.7		
T	2014-02-02 21:47:58.216	43.235971000	-88.221622000	1019.7		
T	2014-02-02 21:47:59.147	43.236019000	-88.221608000	1018.7		
T	2014-02-02 21:47:59.485	43.236019000	-88.221608000	1018.7		
T	2014-02-02 21:48:00.416	43.236068000	-88.221602000	1017.4		
T	2014-02-02 21:48:01.418	43.236127000	-88.221603000	1016.1		
T	2014-02-02 21:48:02.334	43.236181000	-88.221599000	1014.8		
T	2014-02-02 21:48:03.185	43.236236000	-88.221595000	1013.8		
T	2014-02-02 21:48:04.172	43.236282000	-88.221587000	1012.8		
T	2014-02-02 21:48:04.521	43.236282000	-88.221587000	1012.8		
T	2014-02-02 21:48:05.149	43.236318000	-88.221576000	1011.8		
T	2014-02-02 21:48:06.562	43.236338000	-88.221570000	1011.5		
T	2014-02-02 21:48:07.192	43.236348000	-88.221569000	1011.2		
T	2014-02-02 21:48:10.194	43.236351000	-88.221577000	1011.2		
T	2014-02-02 21:48:11.141	43.236353000	-88.221582000	1011.2		
T	2014-02-02 21:48:13.19	43.236359000	-88.221589000	1011.2		
T	2014-02-02 21:48:14.15	43.236361000	-88.221590000	1011.2		
T	2014-02-02 21:48:15.25	43.236367000	-88.221588000	1010.8		
T	2014-02-02 21:48:16.263	43.236388000	-88.221581000	1010.5		
T	2014-02-02 21:48:17.179	43.236415000	-88.221570000	1010.2		
T	2014-02-02 21:48:18.162	43.236455000	-88.221564000	1009.8		
T	2014-02-02 21:48:19.388	43.236496000	-88.221554000	1009.2		
T	2014-02-02 21:48:19.729	43.236496000	-88.221554000	1009.2		
T	2014-02-02 21:48:20.181	43.236533000	-88.221564000	1008.9		
T	2014-02-02 21:48:21.142	43.236575000	-88.221586000	1008.2		
T	2014-02-02 21:48:22.223	43.236637000	-88.221582000	1007.5		
T	2014-02-02 21:48:23.448	43.236682000	-88.221564000	1007.2		
T	2014-02-02 21:48:24.181	43.236719000	-88.221574000	1007.2		
T	2014-02-02 21:48:24.797	43.236719000	-88.221574000	1007.2		
T	2014-02-02 21:48:25.152	43.236742000	-88.221597000	1007.2		
T	2014-02-02 21:48:26.147	43.236761000	-88.221614000	1007.2		
T	2014-02-02 21:48:27.152	43.236800000	-88.221656000	1007.2		
T	2014-02-02 21:48:28.141	43.236843000	-88.221697000	1007.2		
T	2014-02-02 21:48:29.155	43.236880000	-88.221724000	1007.2		
T	2014-02-02 21:48:29.857	43.236880000	-88.221724000	1007.2		
T	2014-02-02 21:48:30.195	43.236911000	-88.221747000	1007.2		
T	2014-02-02 21:48:31.209	43.236944000	-88.221769000	1007.2		
T	2014-02-02 21:48:32.264	43.236971000	-88.221822000	1007.2		
T	2014-02-02 21:48:33.193	43.236982000	-88.221887000	1007.2		
T	2014-02-02 21:48:34.152	43.236983000	-88.221941000	1007.2		
T	2014-02-02 21:48:34.921	43.236983000	-88.221941000	1007.2		
T	2014-02-02 21:48:35.158	43.236979000	-88.221983000	1007.2		
T	2014-02-02 21:48:36.474	43.236977000	-88.222009000	1007.2		
T	2014-02-02 21:48:37.265	43.236976000	-88.222049000	1007.2		
T	2014-02-02 21:48:38.208	43.236977000	-88.222125000	1007.2		
T	2014-02-02 21:48:39.096	43.236977000	-88.222125000	1007.2		
T	2014-02-02 21:48:39.237	43.236983000	-88.222233000	1007.2		
T	2014-02-02 21:48:40.149	43.236998000	-88.222362000	1008.5		
T	2014-02-02 21:48:41.322	43.237031000	-88.222490000	1009.5		
T	2014-02-02 21:48:42.153	43.237082000	-88.222625000	1008.9		
T	2014-02-02 21:48:43.153	43.237126000	-88.222756000	1008.2		
T	2014-02-02 21:48:44.202	43.237126000	-88.222756000	1008.2		
T	2014-02-02 21:48:44.417	43.237173000	-88.222863000	1007.9		
T	2014-02-02 21:48:45.176	43.237216000	-88.222972000	1007.2		
T	2014-02-02 21:48:46.215	43.237252000	-88.223078000	1007.5		
T	2014-02-02 21:48:47.282	43.237277000	-88.223183000	1008.9		
T	2014-02-02 21:48:48.202	43.237291000	-88.223290000	1009.8		
T	2014-02-02 21:48:49.319	43.237294000	-88.223393000	1010.5		
T	2014-02-02 21:48:49.443	43.237294000	-88.223393000	1010.5		
T	2014-02-02 21:48:50.211	43.237282000	-88.223504000	1010.5		
T	2014-02-02 21:48:51.2	43.237268000	-88.223628000	1010.8		
T	2014-02-02 21:48:52.212	43.237273000	-88.223768000	1012.8		
T	2014-02-02 21:48:53.303	43.237269000	-88.223907000	1014.4		
T	2014-02-02 21:48:54.149	43.237276000	-88.224031000	1014.8		
T	2014-02-02 21:48:54.58	43.237276000	-88.224031000	1014.8		
T	2014-02-02 21:48:55.232	43.237278000	-88.224146000	1015.1		
T	2014-02-02 21:48:56.167	43.237278000	-88.224278000	1016.4		
T	2014-02-02 21:48:57.355	43.237301000	-88.224417000	1018.7		
T	2014-02-02 21:48:58.161	43.237319000	-88.224551000	1019.0		
T	2014-02-02 21:48:59.151	43.237311000	-88.224692000	1018.4		
T	2014-02-02 21:49:00.291	43.237296000	-88.224852000	1018.0		
T	2014-02-02 21:49:01.221	43.237282000	-88.225019000	1017.7		
T	2014-02-02 21:49:02.162	43.237277000	-88.225177000	1017.4		
T	2014-02-02 21:49:03.172	43.237277000	-88.225332000	1017.1		
T	2014-02-02 21:49:04.152	43.237279000	-88.225495000	1017.1		
T	2014-02-02 21:49:04.746	43.237279000	-88.225495000	1017.1		
T	2014-02-02 21:49:05.16	43.237285000	-88.225655000	1015.7		
T	2014-02-02 21:49:06.161	43.237291000	-88.225817000	1014.1		
T	2014-02-02 21:49:07.144	43.237283000	-88.225975000	1013.8		
T	2014-02-02 21:49:08.16	43.237274000	-88.226136000	1013.8		
T	2014-02-02 21:49:09.16	43.237265000	-88.226287000	1013.8		
T	2014-02-02 21:49:09.712	43.237265000	-88.226287000	1013.8		
T	2014-02-02 21:49:10.241	43.237263000	-88.226411000	1014.1		
T	2014-02-02 21:49:11.234	43.237258000	-88.226523000	1015.1		
T	2014-02-02 21:49:12.143	43.237266000	-88.226633000	1016.1		
T	2014-02-02 21:49:13.218	43.237273000	-88.226743000	1016.4		
T	2014-02-02 21:49:14.195	43.237306000	-88.226863000	1016.1		
T	2014-02-02 21:49:14.881	43.237306000	-88.226863000	1016.1		
T	2014-02-02 21:49:15.21	43.237371000	-88.227018000	1016.1		
T	2014-02-02 21:49:16.21	43.237452000	-88.227211000	1017.4		
T	2014-02-02 21:49:17.144	43.237536000	-88.227407000	1018.4		
T	2014-02-02 21:49:18.229	43.237605000	-88.227595000	1019.0		
T	2014-02-02 21:49:19.188	43.237671000	-88.227766000	1019.4		
T	2014-02-02 21:49:20.01	43.237671000	-88.227766000	1019.4		
T	2014-02-02 21:49:20.177	43.237726000	-88.227921000	1018.7		
T	2014-02-02 21:49:21.403	43.237769000	-88.228064000	1017.4		
T	2014-02-02 21:49:22.169	43.237789000	-88.228212000	1018.7		
T	2014-02-02 21:49:23.152	43.237793000	-88.228401000	1020.0		
T	2014-02-02 21:49:24.174	43.237797000	-88.228599000	1020.0		
T	2014-02-02 21:49:25.26	43.237797000	-88.228599000	1020.0		
T	2014-02-02 21:49:25.398	43.237791000	-88.228774000	1020.0		
T	2014-02-02 21:49:26.231	43.237779000	-88.228924000	1020.0		
T	2014-02-02 21:49:27.202	43.237740000	-88.229060000	1019.7		
T	2014-02-02 21:49:28.179	43.237699000	-88.229190000	1020.0		
T	2014-02-02 21:49:29.515	43.237673000	-88.229354000	1020.7		
T	2014-02-02 21:49:30.154	43.237643000	-88.229531000	1021.3		
T	2014-02-02 21:49:30.435	43.237643000	-88.229531000	1021.3		
T	2014-02-02 21:49:31.184	43.237604000	-88.229729000	1021.3		
T	2014-02-02 21:49:32.168	43.237560000	-88.229929000	1022.3		
T	2014-02-02 21:49:33.15	43.237530000	-88.230127000	1021.7		
T	2014-02-02 21:49:34.239	43.237506000	-88.230312000	1020.3		
T	2014-02-02 21:49:35.19	43.237476000	-88.230480000	1021.0		
T	2014-02-02 21:49:35.528	43.237476000	-88.230480000	1021.0		
T	2014-02-02 21:49:36.23	43.237442000	-88.230654000	1021.3		
T	2014-02-02 21:49:37.162	43.237407000	-88.230832000	1021.3		
T	2014-02-02 21:49:38.197	43.237378000	-88.230992000	1021.7		
T	2014-02-02 21:49:39.169	43.237378000	-88.230992000	1021.7		
T	2014-02-02 21:49:39.308	43.237351000	-88.231140000	1022.0		
T	2014-02-02 21:49:40.151	43.237328000	-88.231271000	1022.3		
T	2014-02-02 21:49:41.151	43.237326000	-88.231380000	1022.3		
T	2014-02-02 21:49:42.192	43.237359000	-88.231470000	1022.0		
T	2014-02-02 21:49:43.33	43.237415000	-88.231534000	1021.3		
T	2014-02-02 21:49:44.196	43.237415000	-88.231534000	1021.3		
T	2014-02-02 21:49:44.267	43.237505000	-88.231555000	1020.3		
T	2014-02-02 21:49:45.159	43.237627000	-88.231538000	1020.3		
T	2014-02-02 21:49:46.295	43.237752000	-88.231533000	1020.3		
T	2014-02-02 21:49:47.314	43.237861000	-88.231529000	1021.0		
T	2014-02-02 21:49:48.215	43.237945000	-88.231543000	1021.3		
T	2014-02-02 21:49:49.288	43.237945000	-88.231543000	1021.3		
T	2014-02-02 21:49:49.415	43.238001000	-88.231586000	1022.3		
T	2014-02-02 21:49:50.161	43.238036000	-88.231660000	1023.3		
T	2014-02-02 21:49:51.144	43.238053000	-88.231771000	1023.6		
T	2014-02-02 21:49:52.145	43.238063000	-88.231932000	1023.6		
T	2014-02-02 21:49:53.395	43.238081000	-88.232099000	1024.0		
T	2014-02-02 21:49:54.19	43.238118000	-88.232276000	1024.9		
T	2014-02-02 21:49:54.38	43.238118000	-88.232276000	1024.9		
T	2014-02-02 21:49:55.19	43.238162000	-88.232489000	1026.2		
T	2014-02-02 21:49:56.174	43.238203000	-88.232724000	1028.2		
T	2014-02-02 21:49:57.828	43.238245000	-88.232941000	1030.5		
T	2014-02-02 21:49:58.197	43.238282000	-88.233140000	1032.2		
T	2014-02-02 21:49:59.214	43.238320000	-88.233317000	1033.1		
T	2014-02-02 21:49:59.408	43.238320000	-88.233317000	1033.1		
T	2014-02-02 21:50:00.346	43.238352000	-88.233467000	1033.8		
T	2014-02-02 21:50:01.201	43.238371000	-88.233615000	1034.4		
T	2014-02-02 21:50:02.187	43.238386000	-88.233765000	1034.8		
T	2014-02-02 21:50:03.183	43.238398000	-88.233914000	1035.1		
T	2014-02-02 21:50:04.153	43.238406000	-88.234057000	1035.1		
T	2014-02-02 21:50:04.492	43.238406000	-88.234057000	1035.1		
T	2014-02-02 21:50:05.221	43.238419000	-88.234171000	1035.4		
T	2014-02-02 21:50:06.187	43.238436000	-88.234254000	1035.8		
T	2014-02-02 21:50:07.144	43.238477000	-88.234332000	1036.7		
T	2014-02-02 21:50:08.162	43.238548000	-88.234379000	1038.4		
T	2014-02-02 21:50:09.144	43.238649000	-88.234390000	1041.7		
T	2014-02-02 21:50:09.618	43.238649000	-88.234390000	1041.7		
T	2014-02-02 21:50:10.139	43.238780000	-88.234397000	1047.6		
T	2014-02-02 21:50:11.189	43.238906000	-88.234395000	1053.1		
T	2014-02-02 21:50:12.168	43.239021000	-88.234411000	1057.7		
T	2014-02-02 21:50:13.168	43.239127000	-88.234434000	1061.7		
T	2014-02-02 21:50:14.162	43.239225000	-88.234452000	1065.9		
T	2014-02-02 21:50:14.605	43.239225000	-88.234452000	1065.9		
T	2014-02-02 21:50:15.152	43.239307000	-88.234459000	1069.9		
T	2014-02-02 21:50:16.158	43.239370000	-88.234440000	1072.5		
T	2014-02-02 21:50:17.21	43.239427000	-88.234429000	1075.1		
T	2014-02-02 21:50:18.178	43.239478000	-88.234449000	1077.8		
T	2014-02-02 21:50:19.214	43.239555000	-88.234486000	1081.7		
T	2014-02-02 21:50:20.365	43.239626000	-88.234489000	1085.3		
T	2014-02-02 21:50:20.409	43.239626000	-88.234489000	1085.3		
T	2014-02-02 21:50:21.171	43.239717000	-88.234469000	1089.2		
T	2014-02-02 21:50:22.143	43.239808000	-88.234427000	1093.2		
T	2014-02-02 21:50:23.142	43.239894000	-88.234409000	1096.8		
T	2014-02-02 21:50:24.351	43.239947000	-88.234402000	1099.1		
T	2014-02-02 21:50:25.149	43.240011000	-88.234412000	1102.0		
T	2014-02-02 21:50:25.488	43.240011000	-88.234412000	1102.0		
T	2014-02-02 21:50:26.343	43.240064000	-88.234445000	1104.0		
T	2014-02-02 21:50:27.142	43.240114000	-88.234514000	1105.3		
T	2014-02-02 21:50:28.145	43.240144000	-88.234618000	1107.0		
T	2014-02-02 21:50:29.148	43.240144000	-88.234771000	1107.9		
T	2014-02-02 21:50:30.137	43.240155000	-88.234924000	1110.2		
T	2014-02-02 21:50:30.48	43.240155000	-88.234924000	1110.2		
T	2014-02-02 21:50:31.165	43.240166000	-88.235062000	1111.9		
T	2014-02-02 21:50:32.15	43.240177000	-88.235190000	1113.2		
T	2014-02-02 21:50:33.161	43.240177000	-88.235313000	1113.8		
T	2014-02-02 21:50:34.145	43.240173000	-88.235440000	1113.8		
T	2014-02-02 21:50:35.169	43.240175000	-88.235569000	1113.8		
T	2014-02-02 21:50:35.551	43.240175000	-88.235569000	1113.8		
T	2014-02-02 21:50:36.14	43.240182000	-88.235696000	1114.2		
T	2014-02-02 21:50:37.151	43.240194000	-88.235823000	1114.8		
T	2014-02-02 21:50:38.142	43.240188000	-88.235942000	1114.5		
T	2014-02-02 21:50:39.165	43.240188000	-88.235942000	1114.5		
T	2014-02-02 21:50:39.305	43.240166000	-88.236056000	1113.5		
T	2014-02-02 21:50:40.189	43.240162000	-88.236155000	1113.2		
T	2014-02-02 21:50:41.147	43.240180000	-88.236248000	1114.2		
T	2014-02-02 21:50:42.16	43.240212000	-88.236348000	1115.8		
T	2014-02-02 21:50:43.215	43.240227000	-88.236442000	1115.8		
T	2014-02-02 21:50:44.228	43.240227000	-88.236442000	1115.8		
T	2014-02-02 21:50:44.347	43.240219000	-88.236576000	1113.8		
T	2014-02-02 21:50:45.363	43.240237000	-88.236673000	1113.5		
T	2014-02-02 21:50:46.18	43.240258000	-88.236752000	1113.5		
T	2014-02-02 21:50:47.172	43.240295000	-88.236836000	1114.5		
T	2014-02-02 21:50:48.148	43.240349000	-88.236920000	1117.5		
T	2014-02-02 21:50:49.141	43.240403000	-88.237005000	1121.7		
T	2014-02-02 21:50:49.328	43.240403000	-88.237005000	1121.7		
T	2014-02-02 21:50:50.206	43.240450000	-88.237076000	1126.0		
T	2014-02-02 21:50:51.17	43.240514000	-88.237134000	1131.2		
T	2014-02-02 21:50:52.198	43.240577000	-88.237198000	1136.2		
T	2014-02-02 21:50:53.563	43.240640000	-88.237287000	1141.1		
T	2014-02-02 21:50:54.353	43.240640000	-88.237287000	1141.1		
T	2014-02-02 21:50:54.476	43.240673000	-88.237368000	1143.7		
T	2014-02-02 21:50:55.276	43.240712000	-88.237437000	1147.0		
T	2014-02-02 21:50:56.188	43.240769000	-88.237488000	1150.9		
T	2014-02-02 21:50:57.233	43.240802000	-88.237558000	1153.2		
T	2014-02-02 21:50:58.269	43.240823000	-88.237665000	1154.5		
T	2014-02-02 21:50:59.221	43.240814000	-88.237787000	1154.2		
T	2014-02-02 21:50:59.418	43.240814000	-88.237787000	1154.2		
T	2014-02-02 21:51:00.137	43.240803000	-88.237898000	1155.2		
T	2014-02-02 21:51:01.246	43.240793000	-88.238000000	1155.5		
T	2014-02-02 21:51:02.165	43.240847000	-88.238084000	1158.1		
T	2014-02-02 21:51:03.241	43.240902000	-88.238147000	1158.8		
T	2014-02-02 21:51:04.228	43.240983000	-88.238185000	1160.1		
T	2014-02-02 21:51:04.466	43.240983000	-88.238185000	1160.1		
T	2014-02-02 21:51:05.242	43.241060000	-88.238233000	1161.4		
T	2014-02-02 21:51:06.259	43.241129000	-88.238245000	1162.7		
T	2014-02-02 21:51:07.236	43.241199000	-88.238265000	1163.4		
T	2014-02-02 21:51:08.249	43.241260000	-88.238311000	1163.4		
T	2014-02-02 21:51:09.232	43.241310000	-88.238365000	1163.4		
T	2014-02-02 21:51:09.557	43.241310000	-88.238365000	1163.4		
T	2014-02-02 21:51:10.315	43.241334000	-88.238475000	1162.4		
T	2014-02-02 21:51:11.188	43.241330000	-88.238640000	1160.1		
T	2014-02-02 21:51:12.207	43.241332000	-88.238820000	1156.2		
T	2014-02-02 21:51:13.219	43.241333000	-88.238987000	1152.6		
T	2014-02-02 21:51:14.224	43.241334000	-88.239138000	1149.0		
T	2014-02-02 21:51:14.591	43.241334000	-88.239138000	1149.0		
T	2014-02-02 21:51:15.166	43.241335000	-88.239291000	1145.3		
T	2014-02-02 21:51:16.15	43.241334000	-88.239415000	1142.4		
T	2014-02-02 21:51:17.139	43.241325000	-88.239528000	1139.8		
T	2014-02-02 21:51:18.159	43.241301000	-88.239622000	1137.5		
T	2014-02-02 21:51:19.224	43.241279000	-88.239721000	1135.2		
T	2014-02-02 21:51:19.617	43.241279000	-88.239721000	1135.2		
T	2014-02-02 21:51:20.207	43.241296000	-88.239811000	1131.9		
T	2014-02-02 21:51:21.188	43.241315000	-88.239914000	1128.3		
T	2014-02-02 21:51:22.164	43.241335000	-88.240025000	1124.3		
T	2014-02-02 21:51:23.136	43.241325000	-88.240142000	1119.8		
T	2014-02-02 21:51:24.147	43.241307000	-88.240250000	1115.5		
T	2014-02-02 21:51:24.678	43.241307000	-88.240250000	1115.5		
T	2014-02-02 21:51:25.148	43.241303000	-88.240361000	1112.2		
T	2014-02-02 21:51:26.156	43.241307000	-88.240471000	1109.3		
T	2014-02-02 21:51:27.158	43.241298000	-88.240584000	1105.6		
T	2014-02-02 21:51:28.203	43.241285000	-88.240691000	1101.7		
T	2014-02-02 21:51:29.213	43.241277000	-88.240792000	1097.8		
T	2014-02-02 21:51:29.743	43.241277000	-88.240792000	1097.8		
T	2014-02-02 21:51:30.195	43.241288000	-88.240887000	1094.8		
T	2014-02-02 21:51:31.224	43.241323000	-88.240967000	1092.8		
T	2014-02-02 21:51:32.233	43.241393000	-88.241032000	1092.2		
T	2014-02-02 21:51:33.165	43.241486000	-88.241094000	1092.2		
T	2014-02-02 21:51:34.176	43.241554000	-88.241186000	1090.6		
T	2014-02-02 21:51:34.733	43.241554000	-88.241186000	1090.6		
T	2014-02-02 21:51:35.263	43.241614000	-88.241271000	1088.9		
T	2014-02-02 21:51:36.222	43.241675000	-88.241339000	1087.9		
T	2014-02-02 21:51:37.199	43.241738000	-88.241401000	1087.3		
T	2014-02-02 21:51:38.164	43.241796000	-88.241460000	1087.3		
